,AUROC_obj_sp,AUROC_view_sp,AUROC_view_px,mF1_obj_sp,mF1_view_sp,mF1_view_px,AP_obj_sp,AP_view_sp,AP_view_px,AUPRO_view
Bird,81.00,67.96,97.48,84.00,52.95,1.63,93.12,48.09,0.48,88.36
