,AUROC_obj_sp,AUROC_view_sp,AUROC_view_px,mF1_obj_sp,mF1_view_sp,mF1_view_px,AP_obj_sp,AP_view_sp,AP_view_px,AUPRO_view
Bird,83.90,73.15,98.04,87.13,61.05,2.13,94.14,50.21,0.61,90.83
