,AUROC_obj_sp,AUROC_view_sp,AUROC_view_px,mF1_obj_sp,mF1_view_sp,mF1_view_px,AP_obj_sp,AP_view_sp,AP_view_px,AUPRO_view
Bird,92.40,72.46,98.37,90.91,61.13,4.36,97.04,50.54,1.06,90.70
