,AUROC_obj_sp,AUROC_view_sp,AUROC_view_px,mF1_obj_sp,mF1_view_sp,mF1_view_px,AP_obj_sp,AP_view_sp,AP_view_px,AUPRO_view
Bird,67.80,48.89,94.41,88.89,46.90,0.45,79.09,31.97,0.16,79.91
