,AUROC_obj_sp,AUROC_view_sp,AUROC_view_px,mF1_obj_sp,mF1_view_sp,mF1_view_px,AP_obj_sp,AP_view_sp,AP_view_px,AUPRO_view
Bird,92.40,74.97,98.50,91.74,62.93,4.97,96.97,51.02,2.56,90.90
